2021-05-27,'Direct Deposit from FIS EBT for CODHS EBT',697.5
2021-05-02,'Plan Fee 05/01/2021',-5.0
2021-05-02,'Signature purchase from 089047000762203 Amazon Prime*F81B92K43 Amzn.com/billUS',-6.22
2021-05-12,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-27.16
2021-05-13,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-16.71
2021-05-15,'Signature purchase from 445374087994 GRUBHUBBLACKJACKPIZZA 8775851085 US',-17.2
2021-05-15,'Signature purchase from 445374087994 GRUBHUBMCDONALDS 8775851085 US',-24.29
2021-05-15,'Signature purchase from 445374087994 GRUBHUBBLACKJACKPIZZA 8775851085 US',-22.6
2021-05-16,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*7-ELEVEN WWW.DOORDASH.US',-19.14
2021-05-16,'PIN purchase from 04500093977395 SEI 39773 DENVER US',-24.98
2021-05-17,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-20.79
2021-05-17,'Signature purchase from 445374087994 GRUBHUBMCDONALDS 8775851085 US',-18.35
2021-05-18,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*7-ELEVEN WWW.DOORDASH.US',-12.67
2021-05-18,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*TACO BELL WWW.DOORDASH.US',-21.38
2021-05-18,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-16.07
2021-05-18,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-21.19
2021-05-19,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-19.8
2021-05-20,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-15.96
2021-05-20,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-16.71
2021-05-26,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-26.8
2021-05-26,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-15.51
2021-05-26,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*7-ELEVEN WWW.DOORDASH.US',-18.42
2021-05-27,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-24.61
2021-05-27,'Signature purchase from 056947000049733 VESTA *AT&T PREPAID 866-608-3007 US',-29.17
2021-05-27,'Signature purchase from 056947000049733 VESTA *AT&T PREPAID 866-608-3007 US',-30.33
2021-05-28,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-23.83
2021-05-28,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-18.06
2021-05-28,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-11.7
2021-05-29,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-25.38
2021-05-30,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-27.3
2021-05-30,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*7-ELEVEN WWW.DOORDASH.US',-19.14
2021-05-30,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-20.36
2021-05-31,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-26.03
