2021-10-27,'Direct Deposit from FIS EBT for CODHS EBT',504.0
2021-10-29,'Return from 420429000208822 eBay O*05-07794-76189 San Jose CA US',9.79
2021-10-01,'PIN purchase from 107174169998 RTD BRT BLDR TRANSIT DENVER CO US',-6.0
2021-10-01,'PIN purchase from 555916096400000 BOULDER GENERAL STORE BOULDER CO US',-7.27
2021-10-01,'Signature purchase from 4445197772509 WENDY'S - 11318 BOULDER CO US',-12.25
2021-10-01,'PIN purchase from 000000000883445 SHELL SERVICE STATION BOULDER CO US',-6.08
2021-10-02,'Plan Fee 10/01/2021',-5.0
2021-10-02,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-7.28
2021-10-02,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-1.95
2021-10-03,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-7.28
2021-10-04,'PIN purchase from 555916096400000 BOULDER GENERAL STORE BOULDER CO US',-7.27
2021-10-06,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-7.28
2021-10-06,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-2.06
2021-10-08,'Signature purchase from 1VKWOGBF44BU45L DOORDASH DASHPASS WWW.DOORDASH. CA US',-9.99
2021-10-09,'PIN purchase from 555916096400000 BOULDER GENERAL STORE BOULDER CO US',-7.27
2021-10-09,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-2.06
2021-10-09,'PIN purchase from #5700 EVERYDAY STORE 1275 13TH ST BOULDER COUS',-6.74
2021-10-10,'Signature purchase from 84870022354543 JINNYS MARKET BOULDER CO US',-2.56
2021-10-10,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-1.95
2021-10-10,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-2.06
2021-10-10,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-7.28
2021-10-11,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH. CA US',-20.86
2021-10-11,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER CO US',-1.95
2021-10-11,'PIN purchase from 555916096400000 BOULDER GENERAL STORE BOULDER CO US',-2.48
2021-10-18,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH. CA US',-21.44
2021-10-18,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH. CA US',-20.4
2021-10-19,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*7-ELEVEN WWW.DOORDASH. CA US',-13.43
2021-10-19,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH. CA US',-16.51
2021-10-20,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH. CA US',-14.94
2021-10-21,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH. CA US',-15.51
2021-10-23,'PIN purchase from 555916096400000 BOULDER GENERAL STORE BOULDER CO US',-7.79
2021-10-23,'PIN purchase from 555916096400000 BOULDER GENERAL STORE BOULDER CO US',-3.68
2021-10-24,'Signature purchase from 224129495996 MUSTARDS LAST STAND BOULDER CO US',-12.87
2021-10-24,'PIN purchase from 555916096400000 BOULDER GENERAL STORE BOULDER CO US',-7.79
2021-10-24,'PIN purchase from 555916096400000 BOULDER GENERAL STORE BOULDER CO US',-2.6
2021-10-25,'PIN purchase from 555916096400000 BOULDER GENERAL STORE BOULDER CO US',-7.79
