2021-08-27,'Direct Deposit from FIS EBT for CODHS EBT',504.0
2021-08-01,'ATM Cash Withdrawal at CR TG 2 VG 4950 SOUTH YOSEMITE ST Greenwood VilUS',-22.95
2021-08-01,'ATM Withdrawal Fee - Domestic',-2.95
2021-08-01,'PIN purchase from 000000000883445 SHELL SERVICE STATION BOULDER US',-7.29
2021-08-02,'Signature purchase from 984213689883 AMANTE UPTOWN BOULDER US',-4.14
2021-08-02,'Plan Fee 08/01/2021',-5.0
2021-08-02,'PIN purchase from GOODWILL BOULDER 2486 BASELINE RD BOULDER COUS',-10.0
2021-08-02,'PIN purchase from #5700 EVERYDAY STORE 1275 13TH ST BOULDER COUS',-7.2
2021-08-02,'PIN purchase from 16022T24 WALGREENS STORE 1111 BROABOULDER US',-15.33
2021-08-02,'PIN purchase from NNT BREADWORKS 000409 2644 BROADWAY ST BOULDER COUS',-14.76
2021-08-03,'Signature purchase from 616881701664272 PHARMACA - BROADWAY BOULDER US',-11.96
2021-08-03,'Signature purchase from 4445197772509 WENDY'S - 11318 BOULDER US',-7.71
2021-08-03,'Signature purchase from 4445034409441 TST* ILLEGAL PETE S - HILBOULDER US',-5.55
2021-08-03,'PIN purchase from 000000000883445 SHELL SERVICE STATION BOULDER US',-7.29
2021-08-05,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-3.0
2021-08-05,'Signature purchase from 224129495996 MUSTARDS LAST STAND BOULDER US',-15.15
2021-08-05,'PIN purchase from 000000000883445 SHELL SERVICE STATION BOULDER US',-7.29
2021-08-06,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-3.0
2021-08-06,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-6.0
2021-08-06,'Signature purchase from 984213689883 AMANTE UPTOWN BOULDER US',-1.63
2021-08-06,'PIN purchase from 000000000883445 SHELL SERVICE STATION BOULDER US',-7.29
2021-08-07,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-6.0
2021-08-07,'Signature purchase from 4445197772509 WENDY'S - 11318 BOULDER US',-8.15
2021-08-07,'PIN purchase from 000000000696157 SHELL SERVICE STATION BOULDER US',-7.38
2021-08-07,'ATM Balance Inquiry Fee - Domestic',-0.5
2021-08-07,'ATM Cash Withdrawal at CR TG 2 VG 4950 SOUTH YOSEMITE ST Greenwood VilUS',-22.95
2021-08-07,'ATM Withdrawal Fee - Domestic',-2.95
2021-08-07,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-3.0
2021-08-08,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-15.49
2021-08-08,'PIN purchase from 7-ELEVEN 1091 13TH US BOULDER COUS',-13.38
