2021-07-27,'Direct Deposit from FIS EBT for CODHS EBT',504.0
2021-07-01,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-16.07
2021-07-02,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-21.54
2021-07-02,'Plan Fee 07/01/2021',-5.0
2021-07-02,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-16.7
2021-07-03,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*7-ELEVEN WWW.DOORDASH.US',-15.14
2021-07-04,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-26.15
2021-07-04,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-19.8
2021-07-04,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-12.86
2021-07-05,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-18.99
2021-07-05,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-16.7
2021-07-06,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*7-ELEVEN WWW.DOORDASH.US',-20.08
2021-07-06,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-16.07
2021-07-06,'PIN purchase from 04500093977395 SEI 39773 DENVER US',-27.24
2021-07-07,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-23.29
2021-07-08,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-19.18
2021-07-08,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*BLACKJACK PIZ WWW.DOORDASH.US',-19.8
2021-07-08,'Signature purchase from 1VKWOGBF44BU45L DOORDASH DASHPASS WWW.DOORDASH.US',-9.99
2021-07-08,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*MCDONALDS WWW.DOORDASH.US',-16.7
2021-07-09,'Signature purchase from 1VKWOGBF44BU45L DOORDASH*7-ELEVEN WWW.DOORDASH.US',-16.7
2021-07-12,'PIN purchase from NNT BREADWORKS 000835 2644 BROADWAY ST BOULDER COUS',-2.27
2021-07-13,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-3.0
2021-07-27,'PIN purchase from 000000000883445 SHELL SERVICE STATION BOULDER US',-7.29
2021-07-28,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-3.0
2021-07-28,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-3.0
2021-07-28,'Signature purchase from 650000007195350 DOTS DINER ON THE HILL BOULDER US',-3.22
2021-07-29,'Signature purchase from 224129495996 MUSTARDS LAST STAND BOULDER US',-15.15
2021-07-29,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-3.0
2021-07-29,'PIN purchase from 000000000883445 SHELL SERVICE STATION BOULDER US',-7.29
2021-07-30,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-6.0
2021-07-30,'Signature purchase from 224129495996 MUSTARDS LAST STAND BOULDER US',-14.89
2021-07-30,'PIN purchase from #5700 EVERYDAY STORE 1275 13TH ST BOULDER COUS',-7.2
2021-07-30,'PIN purchase from #5700 EVERYDAY STORE 1275 13TH ST BOULDER COUS',-6.74
2021-07-30,'Signature purchase from 650000007195350 DOTS DINER ON THE HILL BOULDER US',-3.22
2021-07-31,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-6.0
2021-07-31,'Signature purchase from 4445197772509 WENDY'S - 11318 BOULDER US',-7.07
2021-07-31,'PIN purchase from 000000000883445 SHELL SERVICE STATION BOULDER US',-7.29
2021-07-31,'Signature purchase from 330629000267860 MASABI-LLC-RTD-DENVER 303-299-6000 US',-6.0
